tj_dd,tj_do,tj_od,tj_oo,mj_dd,mj_do,mj_of,mj_oo,aj_dd,aj_do,aj_od,aj_oo,sj_dd,sj_do,sj_od,sj_oo,as_dd,as_od,as_oo
0.365227964,0.470109071,0.437757909,0.543304482,0.365594059,0.469199962,0.436613739,0.542327114,0.400534306,0.508270922,0.432150776,0.537435627,0.400657895,0.510320833,0.430749409,0.531585535,0.51242497,0.504102665,0.532461777
